21876 60076
11803 12638 6
11803 11802 49
11803 11804 40
11804 11803 40
11804 4276 5
11804 11807 61
11805 11806 41
11805 11802 3
11805 2070 4
11806 16677 1
11806 16678 3
11806 11805 41
11806 11807 23
11807 12547 3
11807 11806 23
11807 11804 61
11808 15924 11
11808 11814 15
11808 14564 74
11809 11814 19
11810 11820 64
11811 14565 8
11811 14564 10
11811 21800 5
11812 14565 8
11812 11813 84
11812 14566 100
11813 15925 10
11813 11816 23
11813 11812 84
11814 15932 13
11814 11809 19
11814 11808 15
11815 15931 9
11815 7693 16
11815 11818 97
11816 15927 13
11816 21481 68
11816 11813 23
11817 3879 8
11817 7693 25
11817 14568 10
11818 7697 9
11818 7700 9
11818 11821 10
11818 11815 97
11819 14563 53
11819 21378 4
11819 4649 22
11820 11822 55
11820 11810 64
11820 11821 19
11821 14563 2
11821 11818 10
11821 11820 19
11822 2372 21
11822 11820 55
11822 21379 7
11823 4649 6
11823 10974 22
11823 20732 31
11824 11825 60
11824 10974 43
11824 3854 51
11825 8739 5
11825 11826 28
11825 11824 60
11826 11827 75
11826 11825 28
11827 8744 6
11827 8746 6
11827 14551 7
11827 11826 75
11828 14551 4
11829 10550 6
11829 12305 86
11829 19323 39
11830 975 9
11830 15530 6
11830 12919 86
11830 15575 35
11831 6917 9
11831 11832 76
11831 15530 14
11831 6918 13
11832 6913 7
11832 15534 15
11832 11831 76
11832 6914 16
11833 15550 8
11833 6909 4
11833 15534 6
11834 6908 5
11834 20768 9
11834 11624 60
11835 2914 7
11835 13204 6
11835 4159 122
11836 13214 2
11836 13189 181
11836 13212 6
11837 13189 2
11837 2963 9
11837 13193 46
11838 11762 19
11838 1868 83
11839 10548 9
11839 12626 6
11839 11701 37
11840 11841 30
11840 19320 9
11840 451 8
11841 12650 13
11841 11840 30
11841 12649 4
11841 21036 7
11842 15554 33
11842 11626 36
11842 7637 5
11843 11844 64
11843 15554 5
11843 4491 5
11844 11843 64
11844 18553 3
11844 18554 3
11845 4493 6
11845 15552 8
11845 11846 100
11846 11847 38
11846 18585 6
11846 11845 100
11846 16574 5
11847 12934 7
11847 7639 5
11847 11846 38
11848 11849 5
11849 7683 9
11849 7686 10
11849 11850 114
11849 11848 5
11850 11849 114
11850 7603 10
11850 7680 9
11850 11851 45
11851 15229 3
11851 614 12
11851 11850 45
11852 614 8
11852 11853 10
11852 14567 25
11853 11854 6
11853 11855 69
11853 11852 10
11854 11853 6
11854 4454 15
11854 21307 18
11855 4453 6
11855 11873 11
11855 4912 58
11855 11853 69
11856 11895 6
11856 445 5
11856 11868 95
11857 11856 52
11857 11863 35
11858 15245 71
11858 11859 58
11858 18585 4
11858 18584 5
11859 4507 5
11859 11858 58
11859 18577 42
11860 11912 94
11860 12153 16
11860 4507 8
11861 4493 4
11861 15245 26
11861 18576 84
11862 21055 3
11862 19321 36
11862 19323 56
11863 11857 35
11863 21055 4
11863 19322 57
11864 16904 3
11864 16903 15
11864 11865 35
11865 1814 6
11865 3494 22
11865 11864 35
11865 16903 40
11866 10550 5
11866 11867 95
11866 12555 88
11867 11866 95
11867 10364 5
11867 12674 24
11868 10364 5
11868 11856 95
11868 19322 35
11869 11872 66
11869 11870 59
11869 14427 6
11870 19028 64
11870 14376 4
11870 11869 59
11871 11872 58
11871 19028 5
11871 19137 5
11872 11869 66
11872 11871 58
11872 19138 4
11873 20906 5
11873 11855 11
11873 11881 66
11874 3232 15
11874 12841 115
11874 12837 86
11874 4416 13
11875 4416 6
11875 11876 22
11875 12842 122
11876 11323 28
11876 11875 22
11876 4322 5
11877 10978 5
11877 10980 40
11877 4318 9
11878 4341 9
11878 4318 7
11878 11889 101
11878 12875 69
11879 12821 32
11879 1484 19
11879 11888 80
11880 14782 25
11880 480 20
11880 3241 10
11881 4913 6
11881 615 4
11881 13350 38
11881 11873 66
11882 13352 15
11882 13350 37
11882 4913 80
11883 16609 3
11883 675 4
11883 16612 19
11884 16614 3
11884 10299 6
11884 14601 5
11884 675 7
11885 5361 4
11885 15504 21
11885 11906 8
11886 15318 4
11886 15556 8
11886 15317 98
11887 15314 9
11887 15512 5
11887 15510 28
11888 12818 8
11888 3229 21
11888 1897 25
11888 11879 80
11889 12880 2
11889 1897 14
11889 11878 101
11890 4303 12
11890 14091 20
11890 14105 5
11891 4303 11
11891 5573 58
11891 14162 50
11892 12817 11
11892 12818 8
11892 10394 21
11893 11894 26
11893 12649 2
11893 12670 105
11894 11893 26
11894 12648 5
11894 12691 13
11895 11856 6
11895 12648 5
11895 21036 38
11896 12693 48
11896 12670 34
11896 12691 75
11897 12692 5
11897 12678 134
11897 12677 56
11898 18566 5
11898 15556 70
11898 16400 31
11899 11900 3
11899 10262 12
11899 15846 142
11900 11899 3
11900 15244 5
11900 4433 6
11901 21318 5
11901 15522 5
11902 4492 6
11902 4497 9
11902 18551 51
11902 15555 118
11903 6948 6
11903 15555 4
11903 18575 38
11904 6948 5
11904 15565 85
11904 11905 63
11905 4494 6
11905 15562 37
11905 11904 63
11906 4494 5
11906 11885 8
11906 18544 37
11907 15567 18
11907 4501 5
11907 15503 64
11908 4501 5
11908 15500 8
11908 6916 68
11909 15573 43
11909 4498 5
11909 11910 7
11910 15500 60
11910 4504 4
11910 11909 7
11911 16406 20
11911 15315 82
11911 15316 7
11912 12154 15
11912 11860 94
11912 12316 5
11913 12315 5
11913 12314 87
11913 17428 5
11914 17428 54
11914 15820 2
11914 4488 4
11915 21867 57
11915 12910 10
11915 12915 95
11916 12912 74
11916 7642 7
11916 11917 6
11917 16575 20
11917 4505 6
11917 11916 6
11918 15566 4
11918 7642 6
11918 12911 69
11919 15557 6
11919 11920 34
11919 15566 138
11920 11919 34
11920 11922 4
11920 4178 6
11921 12908 3
11921 12907 3
11921 4178 6
11922 11920 4
11922 4177 6
11922 12913 111
11923 11656 37
11923 4319 6
11923 11618 50
11924 13474 3
11924 11621 57
11924 13473 72
11925 11928 58
11925 11731 1
11925 13475 4
11926 13239 4
11926 5350 4
11926 3575 4
11927 11929 2
11927 4330 6
11927 11659 98
11928 11925 58
11928 4320 9
11928 11732 5
11929 11927 2
11929 13235 3
11929 11649 52
11930 4312 10
11930 10350 3
11930 13298 5
11931 11684 2
11931 12160 70
11931 4324 7
11932 11660 40
11932 4324 5
11932 11648 44
11933 6538 44
11933 13484 6
11933 11713 6
11934 13484 7
11934 13482 56
11934 11715 7
11935 83 6
11935 13478 89
11935 11712 66
11936 83 7
11936 11713 66
11936 13481 16
11937 12643 6
11937 6477 37
11937 11763 76
11938 12643 6
11938 6479 66
11938 12640 5
11939 9560 7
11939 13250 5
11939 13247 39
11940 11967 30
11940 11941 70
11940 12614 6
11940 12615 7
11941 11940 70
11941 12613 7
11941 12612 31
11942 11782 21
11942 11779 48
11942 4288 6
11943 13246 3
11943 4285 6
11943 11949 21
11944 13261 61
11944 4285 7
11944 11784 19
11945 12610 20
11945 11964 38
11945 16470 6
11946 11947 37
11946 12610 50
11946 15387 6
11947 11948 2
11947 11946 37
11947 4289 9
11948 11947 2
11948 10540 3
11948 11964 69
11949 4289 9
11949 12019 41
11949 11943 21
11950 12613 6
11950 12621 35
11950 11955 70
11951 11952 66
11951 11953 28
11951 12565 8
11951 12605 7
11952 11954 1
11952 11951 66
11952 12566 7
11953 11951 28
11953 12598 6
11953 12609 7
11954 11956 27
11954 11952 1
11954 12619 2
11955 11957 28
11955 4281 4
11955 12615 6
11955 11950 70
11956 11954 27
11956 12620 2
11956 12600 6
11957 11955 28
11957 4280 3
11957 12616 22
11958 11962 3
11958 4286 10
11958 11959 63
11959 11960 28
11959 12567 5
11959 11958 63
11960 11961 67
11960 11959 28
11960 12606 5
11960 12565 5
11961 11962 32
11961 11960 67
11961 12566 4
11961 12614 6
11962 11958 3
11962 11961 32
11962 4287 6
11963 15388 6
11963 11965 72
11963 4572 7
11964 11945 38
11964 4278 6
11964 11948 69
11965 4278 6
11965 11966 4
11965 11963 72
11966 12564 3
11966 11969 70
11966 11965 4
11967 11940 30
11967 4287 7
11967 12612 67
11968 10430 7
11968 6505 16
11968 10481 14
11969 12528 8
11969 6505 7
11969 11966 70
11970 11975 2
11970 11971 32
11970 12562 32
11971 11970 32
11971 11972 28
11971 12567 7
11972 12604 7
11972 12606 7
11972 11971 28
11972 6502 21
11973 12622 1
11973 12563 26
11973 12544 7
11974 10479 14
11974 10230 6
11974 10229 7
11975 11970 2
11975 10480 14
11975 10479 11
11976 10187 3
11976 11977 5
11976 12538 72
11977 10481 12
11977 21646 40
11977 11976 5
11978 11979 51
11978 15320 5
11978 15548 107
11979 11989 84
11979 11978 51
11979 15515 3
11980 11981 2
11980 4291 11
11980 12526 48
11981 12530 50
11981 11980 2
11981 4440 7
11982 11990 82
11982 4440 7
11982 16916 10
11983 4291 10
11983 14206 4
11983 11985 9
11984 14207 4
11984 16463 67
11984 12527 6
11985 7733 5
11985 11986 85
11985 11983 9
11986 4572 6
11986 11987 3
11986 11985 85
11987 15174 19
11987 11986 3
11987 16465 5
11988 16463 22
11988 15174 19
11988 16466 5
11989 11979 84
11989 15516 5
11989 15548 66
11990 14090 4
11990 11982 82
11990 4435 6
11991 11992 2
11991 4441 9
11991 12004 76
11992 11991 2
11992 21402 7
11992 11996 39
11993 16473 63
11993 12473 4
11993 11998 36
11994 21403 7
11994 20125 45
11994 12472 20
11995 4441 8
11995 12002 22
11995 15171 28
11996 11998 73
11996 10220 5
11996 11992 39
11997 10223 4
11997 20108 57
11997 20110 6
11998 11996 73
11998 10224 4
11998 11993 36
11999 10227 5
11999 20095 12
11999 16164 83
12000 4573 6
12000 12001 2
12000 15170 23
12001 4570 6
12001 15171 53
12001 12000 2
12002 12003 67
12002 12527 7
12002 11995 22
12003 15170 46
12003 12002 67
12003 16464 7
12003 16467 5
12004 4570 7
12004 11991 76
12004 12051 11
12005 3534 6
12005 16241 4
12005 792 17
12006 14390 30
12006 15874 56
12006 12009 11
12007 19165 7
12007 12033 28
12007 3534 29
12008 808 4
12008 14385 35
12008 16241 83
12009 808 3
12009 16899 9
12009 12006 11
12010 14388 7
12010 14387 76
12010 11539 60
12011 17424 16
12011 3499 103
12011 17462 61
12012 21298 35
12012 12016 4
12012 10054 6
12013 12014 39
12013 21298 37
12013 16465 4
12014 16462 5
12014 12013 39
12014 16466 5
12015 12016 32
12015 16459 39
12015 16069 8
12016 12012 4
12016 12015 32
12016 2733 9
12017 10068 6
12017 12018 67
12017 14003 29
12018 9561 4
12018 12128 103
12018 12017 67
12019 13247 19
12019 10068 5
12019 11949 41
12020 15390 69
12020 12021 24
12020 15387 5
12021 15389 69
12021 10054 4
12021 12020 24
12022 2733 8
12022 12023 4
12022 12026 40
12023 14003 5
12023 12022 4
12023 12024 83
12024 6489 5
12024 6495 44
12024 14002 19
12024 12023 83
12025 12026 85
12025 16481 3
12025 14002 29
12026 12025 85
12026 10307 4
12026 12022 40
12027 12028 70
12027 12031 6
12027 15175 130
12028 16457 42
12028 12027 70
12028 16069 5
12029 16457 8
12029 16469 4
12029 15175 22
12030 2732 8
12030 12045 4
12030 12046 124
12031 432 73
12031 12027 6
12031 12045 7
12032 2732 9
12032 15176 27
12032 10307 85
12033 11539 69
12033 12007 28
12033 12035 11
12034 14388 16
12034 16240 31
12034 14386 59
12035 12033 11
12035 19165 23
12035 4237 6
12036 15322 18
12036 4352 5
12036 15374 92
12037 15508 12
12037 15537 38
12037 15329 49
12038 18695 67
12039 15536 77
12039 15546 4
12039 15531 32
12040 16460 27
12040 15172 24
12040 16467 5
12041 15169 36
12041 16460 21
12041 16469 5
12042 15135 28
12042 16468 3
12042 15169 79
12043 15172 52
12043 4573 6
12043 15135 33
12044 12049 3
12044 16468 4
12044 12045 91
12045 12030 4
12045 12031 7
12045 12044 91
12046 12047 1
12046 2730 10
12046 12030 124
12047 12046 1
12047 2735 7
12047 12048 22
12048 12047 22
12049 12044 3
12049 14211 92
12049 429 6
12050 429 7
12050 12053 7
12050 14208 57
12051 4574 5
12051 12004 11
12051 16473 95
12052 4574 6
12052 15168 29
12052 12054 56
12053 4571 4
12053 16474 70
12053 12050 7
12054 4571 4
12054 12052 56
12054 16476 57
12055 16809 26
12055 16814 24
12055 16474 53
12056 12057 4
12056 16809 71
12056 4896 5
12057 16816 79
12057 12056 4
12057 4895 6
12058 12070 21
12058 12059 50
12059 2774 7
12059 12060 6
12059 12058 50
12060 14209 12
12060 2735 8
12060 12059 6
12061 15160 33
12061 2778 4
12061 12062 8
12062 4895 6
12062 12063 101
12062 12061 8
12063 16444 90
12063 2777 7
12063 12062 101
12064 2730 9
12064 12069 24
12064 12074 50
12065 15411 2
12065 12071 71
12065 12067 16
12066 2731 11
12066 12068 4
12066 12244 97
12067 2731 9
12067 21237 15
12067 12065 16
12068 2729 9
12068 15187 46
12068 12066 4
12069 2729 7
12069 21627 23
12069 12064 24
12070 12058 21
12070 16815 28
12070 4900 6
12071 4900 6
12071 12065 71
12071 12072 7
12072 2777 6
12072 15162 58
12072 12071 7
12073 2778 5
12073 19431 127
12073 19434 29
12074 4899 4
12074 12089 93
12074 12064 50
12075 4898 3
12075 12100 110
12075 15176 32
12076 15173 36
12076 5172 9
12076 12077 7
12077 12078 81
12077 10853 6
12077 12076 7
12078 12077 81
12078 4901 5
12078 12079 14
12079 15161 15
12079 15164 5
12079 12078 14
12080 7719 15
12080 7718 7
12080 14232 22
12080 15187 21
12081 7836 12
12081 12087 2
12081 7829 31
12082 410 5
12082 14239 3
12082 7832 66
12082 7829 18
12083 12084 78
12083 12088 11
12083 2736 7
12084 12083 78
12084 12099 2
12084 19500 6
12085 15192 21
12085 12099 48
12085 19469 4
12086 14235 3
12086 2834 5
12086 15192 64
12087 12081 2
12087 14232 7
12087 2734 7
12088 12083 11
12088 14233 6
12088 2734 7
12089 12074 93
12089 12097 76
12089 19500 6
12090 12091 4
12090 10963 11
12090 10964 11
12091 55 6
12091 12090 4
12091 11120 5
12092 18697 71
12092 15834 2
12092 12093 23
12093 12092 23
12094 18696 6
12094 18697 15
12094 12096 7
12095 6937 6
12095 6936 8
12095 15339 111
12096 12094 7
12096 6937 5
12096 18698 40
12097 12089 76
12097 2736 6
12097 21627 49
12098 12304 2
12098 12241 27
12098 12243 16
12099 6494 5
12099 12085 48
12099 12084 2
12100 12075 110
12100 6493 2
12100 15189 4
12101 12242 2
12101 19469 5
12101 12104 87
12102 2817 4
12102 13897 2
12102 15196 93
12103 2832 9
12103 12105 20
12103 7824 15
12103 13897 141
12104 12105 5
12104 2834 7
12104 12101 87
12105 12104 5
12105 12103 20
12105 410 8
12106 5560 7
12106 13262 26
12106 12107 17
12107 5558 5
12107 15204 43
12107 12106 17
12108 407 6
12108 19309 57
12108 15204 150
12108 15139 4
12109 12945 60
12109 15340 53
12109 12944 48
12110 15148 30
12110 10714 7
12110 19185 4
12111 12112 49
12111 19185 101
12111 789 6
12112 19164 4
12112 12113 103
12112 12111 49
12113 19175 2
12113 19172 5
12113 12112 103
12114 12143 38
12114 11636 99
12114 10053 14
12115 9769 135
12115 15139 57
12115 19309 3
12116 15383 4
12116 2808 5
12116 5966 9
12117 15205 4
12117 2808 4
12117 12135 22
12118 2810 8
12118 12119 26
12118 13545 25
12119 12118 26
12120 5482 28
12121 2819 4
12121 12122 20
12121 2809 8
12122 9732 21
12122 13834 57
12122 12121 20
12123 12126 3
12124 12125 115
12125 10189 30
12125 12124 115
12126 13885 7
12126 12123 3
12126 13883 5
12127 13885 7
12127 13881 2
12127 12129 13
12128 13884 7
12128 13883 7
12128 12018 103
12129 13884 7
12129 12127 13
12129 12131 25
12130 2773 5
12130 12131 48
12130 6483 127
12131 20805 5
12131 12129 25
12131 12130 48
12132 12133 30
12132 13882 17
12132 6483 29
12133 12134 39
12133 12132 30
12133 9784 28
12134 12135 34
12134 12133 39
12134 9782 41
12135 12134 34
12135 12117 22
12135 9783 26
12136 11784 66
12136 12142 2
12136 2781 8
12137 10536 4
12137 2781 9
12137 1834 21
12138 9551 5
12138 12139 3
12138 16900 54
12139 9552 7
12139 12138 3
12139 13263 37
12140 9552 8
12140 12141 2
12140 13260 70
12141 12140 2
12141 9556 6
12141 13260 22
12142 12136 2
12142 9556 6
12142 13261 23
12143 6944 5
12143 12114 38
12143 12949 98
12143 12144 107
12144 18637 4
12144 12143 107
12144 11637 24
12145 15341 45
12146 6926 98
12147 11789 38
12147 18583 6
12147 16574 5
12147 12148 86
12148 11788 37
12148 18586 7
12148 12147 86
12149 12932 18
12149 18588 12
12149 12151 85
12150 12151 3
12151 12150 3
12151 12149 85
12151 12152 5
12152 18587 13
12152 15333 19
12152 12151 5
12153 11860 16
12153 18587 5
12153 12154 93
12154 18588 4
12154 11912 15
12154 12153 93
12155 14331 30
12155 11285 80
12155 11251 50
12156 5827 7
12156 10589 9
12156 14331 2
12157 13254 2
12157 13255 49
12157 13244 24
12158 13489 33
12158 11438 2
12158 10543 7
12159 11661 2
12159 11660 31
12159 4311 6
12160 11931 70
12160 11687 2
12160 4311 7
12161 16077 16
12161 10250 5
12161 10249 7
12162 13544 4
12162 12163 16
12162 20932 101
12163 5553 11
12163 1453 5
12163 12162 16
12163 1454 68
12164 11020 11
12164 4735 8
12164 5418 6
12165 17427 2
12165 4478 5
12165 15827 44
12166 17427 53
12166 4488 7
12166 12292 48
12167 12168 5
12167 16338 20
12167 9749 21
12167 11020 9
12168 11019 20
12168 13302 45
12168 12167 5
12169 4334 5
12169 11088 4
12169 15337 84
12170 11575 90
12170 4334 4
12170 11207 47
12171 11202 5
12171 11203 44
12171 7605 8
12172 10270 28
12172 3234 142
12172 7605 15
12173 7604 4
12173 21216 42
12173 12174 91
12174 10599 6
12174 12173 91
12174 11198 49
12175 11197 48
12175 10599 4
12175 12176 31
12176 7042 8
12176 12175 31
12176 10965 53
12177 7042 6
12177 10960 5
12177 21043 56
12178 20881 32
12178 14186 27
12178 4420 10
12179 12181 82
12179 4420 6
12179 14178 20
12180 11141 4
12180 20881 50
12180 4724 11
12181 12179 82
12181 4724 6
12181 12183 7
12182 10596 6
12182 15274 31
12182 11128 8
12183 15234 135
12183 10596 6
12183 12181 7
12184 14180 43
12184 11441 55
12184 10598 5
12185 11127 31
12185 11201 55
12185 10598 5
12186 7121 75
12186 14179 18
12186 7116 8
12187 11442 82
12187 14180 8
12187 7116 10
12188 7121 20
12188 7127 8
12188 18705 6
12189 12190 1
12189 7127 9
12189 11493 119
12190 12189 1
12190 10602 7
12190 11448 54
12191 11485 5
12191 11484 5
12191 8755 9
12191 3064 7
12192 5465 6
12192 11525 45
12192 11484 9
12193 3117 5
12193 11484 87
12193 17386 25
12194 18018 39
12194 3117 5
12194 11478 57
12195 10613 4
12195 11532 150
12195 11502 41
12196 11501 95
12196 11488 8
12196 13539 8
12197 11401 81
12197 10608 5
12197 10939 21
12198 15305 87
12198 10608 4
12198 12217 113
12199 15581 4
12199 15306 44
12199 14192 9
12200 10939 4
12200 14191 82
12200 14192 6
12201 8767 6
12201 11398 10
12201 4339 45
12202 8767 7
12202 12204 89
12202 10914 9
12203 11392 8
12203 13321 4
12203 4339 46
12204 10913 10
12204 13319 5
12204 12202 89
12205 11341 4
12205 12226 67
12205 4447 7
12206 12207 5
12206 11344 15
12206 13314 21
12206 4731 27
12207 12206 5
12207 10917 9
12207 114 45
12208 11315 33
12208 11318 13
12208 4337 6
12209 12292 21
12209 15822 4
12209 15823 5
12210 14850 6
12210 12211 84
12210 12212 103
12211 14823 2
12211 9334 10
12211 12210 84
12212 14823 17
12212 14845 5
12212 12210 103
12213 7142 5
12213 21180 60
12213 18704 131
12214 11454 71
12214 15279 4
12214 21179 10
12215 15238 90
12215 15279 3
12215 15278 25
12216 15239 19
12216 10605 7
12216 15238 9
12217 11402 7
12217 10605 6
12217 12198 113
12218 15293 15
12218 18703 81
12218 21180 66
12219 8760 8
12219 10926 25
12219 10922 8
12220 15304 5
12220 8760 4
12220 12221 19
12221 10607 6
12221 15335 68
12221 12220 19
12222 11163 75
12222 10607 5
12222 12223 9
12223 11313 48
12223 8759 6
12223 12222 9
12224 11576 64
12224 8759 5
12224 10923 13
12225 9756 9
12225 11353 64
12225 12227 6
12226 12205 67
12226 11340 4
12226 9756 10
12227 11355 41
12227 9758 7
12227 12225 6
12228 11380 2
12228 11379 41
12228 9758 9
12229 15271 9
12229 11480 37
12229 7131 6
12230 11294 10
12230 7131 7
12230 11496 64
12231 4464 7
12231 4432 11
12231 1380 8
12231 7084 28
12232 11298 86
12232 5518 7
12232 15283 95
12233 5518 11
12233 7074 105
12233 4466 14
12234 15243 22
12234 12235 8
12234 12237 7
12235 9480 22
12235 12234 8
12235 7064 4
12236 11295 75
12236 4421 7
12236 15251 34
12237 15319 9
12237 4421 5
12237 12234 7
12238 11052 79
12238 11187 8
12238 5427 9
12239 18692 4
12239 5427 6
12239 12318 113
12240 5431 9
12240 11051 11
12240 11152 87
12241 6178 3
12241 6179 3
12241 12098 27
12242 15194 21
12242 12101 2
12242 15193 5
12243 12098 16
12243 15138 2
12243 13898 240
12244 5170 30
12244 5171 11
12244 12245 9
12244 12066 97
12245 3044 25
12245 3037 11
12245 12244 9
12245 12246 20
12246 12245 20
12246 5172 11
12246 12247 31
12247 7841 12
12247 7840 18
12247 12246 31
12247 12248 51
12248 4927 11
12248 15177 10
12248 12247 51
12249 15177 38
12249 16455 51
12249 3021 64
12250 413 8
12250 7455 20
12250 19489 6
12250 19460 7
12251 4927 6
12251 12252 4
12251 12261 14
12252 14217 29
12252 12251 4
12252 6150 11
12253 6151 6
12253 15165 51
12253 14213 21
12254 6151 8
12254 12255 96
12254 12260 57
12255 4902 5
12255 12254 96
12255 19427 2
12256 4902 4
12256 6156 34
12256 12257 17
12256 7654 16
12257 12259 6
12257 19600 35
12257 7654 6
12257 12256 17
12258 12259 7
12258 19666 4
12258 19669 2
12259 12258 7
12259 12257 6
12259 839 13
12259 7656 7
12260 10853 8
12260 15166 22
12260 12254 57
12261 3213 8
12261 12251 14
12261 12262 22
12262 12261 22
12262 12263 8
12262 9811 50
12263 6148 4
12263 6149 6
12263 12262 8
12263 12264 47
12264 9822 19
12264 12263 47
12264 12265 30
12265 9820 12
12265 12264 30
12265 12266 35
12266 12267 29
12266 19458 6
12266 19459 9
12266 12265 35
12267 9819 13
12267 12266 29
12267 19486 30
12268 15178 43
12268 9813 6
12268 14212 22
12269 9813 10
12269 15128 39
12269 12270 23
12270 1997 11
12270 19465 72
12270 12269 23
12271 16911 7
12271 11681 39
12271 11679 70
12272 12336 12
12272 14457 9
12272 14458 10
12272 3946 45
12273 21221 23
12273 72 6
12273 21219 5
12273 11202 43
12274 1136 6
12274 19851 68
12274 19842 20
12274 19848 4
12275 12806 18
12275 12820 11
12275 16018 9
12276 20992 23
12277 15748 56
12277 684 5
12277 12957 39
12277 11282 90
12278 19103 4
12278 19104 4
12279 4640 5
12279 12755 9
12280 4994 13
12280 20923 4
12280 21566 108
12281 196 30
12281 32 8
12281 11119 10
12281 11117 6
12282 228 7
12282 14683 52
12282 11101 4
12282 11107 4
12283 4581 7
12283 13405 3
12283 13386 27
12284 1615 6
12284 13414 9
12284 12285 66
12285 13415 12
12285 4587 6
12285 12284 66
12286 979 24
12286 2722 63
12286 18697 4
12286 15543 4
12287 4236 49
12287 13458 3
12287 5363 3
12288 85 10
12288 3936 29
12288 11719 10
12288 11718 7
12289 4235 5
12289 11752 4
12290 128 9
12290 5137 5
12290 11673 7
12291 129 86
12291 11673 10
12291 5141 7
12292 12209 21
12292 15827 55
12292 12166 48
12293 16702 8
12293 16090 11
12293 874 43
12293 16994 56
12294 13284 8
12294 11657 4
12294 13282 3
12295 4375 5
12295 12926 5
12295 11609 5
12296 12939 4
12296 11704 4
12296 11705 4
12297 16261 116
12297 12298 85
12297 16260 34
12298 10859 28
12298 12297 85
12298 16262 143
12299 21000 3
12299 20996 2
12299 21007 17
12300 10313 5
12300 10461 4
12300 20995 11
12301 12302 6
12301 11147 32
12301 5784 8
12302 12303 4
12302 12301 6
12302 5785 8
12303 12302 4
12303 11149 59
12303 5787 8
12304 2842 2
12304 6179 27
12304 12098 2
12304 15189 36
12305 12627 10
12305 446 8
12305 19321 66
12305 11829 86
12306 18869 2
12306 16617 5
12306 11249 50
12307 18868 73
12307 11112 47
12307 18869 35
12308 4753 11
12308 4748 9
12309 4827 27
12309 4832 10
12309 4826 9
12310 3989 65
12310 1699 11
12310 826 79
12311 4075 6
12311 12312 79
12311 11004 28
12311 11005 107
12312 12311 79
12312 21308 5
12312 12313 15
12312 11003 107
12313 21307 4
12313 14569 17
12313 12312 15
12314 6968 4
12314 11913 87
12314 11787 17
12314 6964 12
12315 6962 24
12315 11913 5
12315 12316 6
12316 12315 6
12316 4489 6
12316 11912 5
12317 7034 4
12317 11187 26
12317 11186 37
12317 7033 14
12318 39 7
12318 11049 4
12318 11195 6
12318 11048 7
12319 946 6
12319 11073 3
12319 11072 3
12320 15764 4
12320 4918 27
12320 12321 4
12320 11191 4
12321 18692 11
12321 12320 4
12321 11194 4
12321 18694 150
12322 4914 4
12322 4918 94
12322 11193 140
12322 11192 25
12323 945 85
12323 11190 4
12323 11184 4
12324 943 9
12324 11185 13
12324 11152 6
12324 945 56
12325 12319 94
12325 11153 3
12325 11154 3
12326 5429 7
12326 11181 8
12326 11167 9
12327 12328 13
12327 10348 22
12327 12543 10
12328 10228 25
12328 12327 13
12328 4126 12
12329 12594 3
12329 12551 62
12329 10429 9
12330 2072 6
12330 12683 15
12330 12333 11
12331 528 7
12331 12587 82
12331 12334 10
12332 1808 11
12332 12688 10
12332 12750 61
12333 450 11
12333 14343 43
12333 12330 11
12334 12750 17
12334 450 11
12334 12331 10
12335 12336 11
12335 15115 7
12335 15611 7
12336 12272 12
12336 9317 57
12337 12809 8
12337 3151 20
12338 12810 12
12338 4343 25
12338 12820 7
12339 16019 30
12339 16805 30
12340 12337 19
12340 3153 14
12341 1101 3
12342 10490 9
12342 10492 2
12342 1160 63
12343 3293 12
12343 13815 24
12343 20221 3
12344 20221 5
12345 7909 9
12346 13742 8
12346 10497 3
12346 10496 23
12347 13742 55
12348 10499 7
12348 12349 5
12348 20224 41
12348 20225 17
12349 12348 5
12349 20234 40
12349 13816 10
12350 12351 43
12351 12352 7
12351 12354 17
12351 12350 43
12352 12351 7
12352 19707 1
12352 12357 95
12353 19834 25
12354 12351 17
12354 19834 3
12354 12355 22
12355 19707 8
12355 19710 7
12355 12354 22
12356 12357 12
12357 12356 12
12357 19709 49
12357 12352 95
12358 12360 9
12359 12361 18
12359 19947 27
12359 12369 14
12360 12358 9
12360 12373 21
12360 8378 13
12361 12363 14
12361 12359 18
12361 12370 14
12362 12363 15
12362 12367 2
12362 12370 15
12363 12364 14
12363 12361 14
12363 12362 15
12364 12391 10
12364 12363 14
12364 12367 26
12365 12366 8
12365 12368 11
12365 1916 37
12366 12365 8
12366 12368 11
12366 19952 38
12367 12362 2
12367 12368 9
12367 12364 26
12368 12367 9
12368 12366 11
12368 12365 11
12369 12370 18
12369 12359 14
12369 12373 15
12370 12361 14
12370 12369 18
12370 12371 7
12370 12362 15
12371 12370 7
12372 12373 5
12373 12372 5
12373 12369 15
12373 12360 21
12374 21466 22
12374 12377 61
12374 6016 87
12375 12380 101
12375 6867 87
12375 12376 33
12376 12375 33
12376 6016 105
12376 16023 85
12376 12379 86
12377 12378 18
12377 12379 24
12377 12374 61
12378 12377 18
12379 12380 39
12379 12377 24
12379 12376 86
12380 12375 101
12380 12379 39
12380 17723 42
12381 5990 81
12381 16023 22
12381 12383 45
12382 5990 67
12382 1942 28
12382 16428 37
12383 6004 66
12383 1940 99
12383 12381 45
12384 6016 39
12384 13738 45
12384 16062 77
12385 2437 3
12385 1955 24
12386 17091 11
12386 5101 10
